"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"getCookProgressScaled","getCookProgressScaled","b","(I)I","(I)I","TileEntityFurnace","aaa","net/minecraft/src","0"
"isBurning","isBurning","g","()Z","()Z","TileEntityFurnace","aaa","net/minecraft/src","0"
"getItemBurnTime","getItemBurnTime","a","(LItemStack;)I","(Lul;)I","TileEntityFurnace","aaa","net/minecraft/src","0"
"getBurnTimeRemainingScaled","getBurnTimeRemainingScaled","c","(I)I","(I)I","TileEntityFurnace","aaa","net/minecraft/src","0"
"smeltItem","smeltItem","n","()V","()V","TileEntityFurnace","aaa","net/minecraft/src","0"
"canSmelt","canSmelt","o","()Z","()Z","TileEntityFurnace","aaa","net/minecraft/src","0"
"func_35613_a","func_35613_a","a","(I)Z","(I)Z","StructureStrongholdPieceWeight","aac","net/minecraft/src","0"
"func_35614_a","func_35614_a","a","()Z","()Z","StructureStrongholdPieceWeight","aac","net/minecraft/src","0"
"isPowerProviderOrWire","isPowerProviderOrWire","e","(LIBlockAccess;IIII)Z","(Ladg;IIII)Z","BlockRedstoneWire","aab","net/minecraft/src","0"
"updateAndPropagateCurrentStrength","updateAndPropagateCurrentStrength","h","(LWorld;III)V","(Lrv;III)V","BlockRedstoneWire","aab","net/minecraft/src","0"
"notifyWireNeighborsOfNeighborChange","notifyWireNeighborsOfNeighborChange","i","(LWorld;III)V","(Lrv;III)V","BlockRedstoneWire","aab","net/minecraft/src","0"
"getMaxCurrentStrength","getMaxCurrentStrength","f","(LWorld;IIII)I","(Lrv;IIII)I","BlockRedstoneWire","aab","net/minecraft/src","0"
"calculateCurrentChanges","calculateCurrentChanges","a","(LWorld;IIIIII)V","(Lrv;IIIIII)V","BlockRedstoneWire","aab","net/minecraft/src","0"
"generateCaveNode","generateCaveNode","a","(JII[BDDDFFFIID)V","(JII[BDDDFFFIID)V","MapGenCaves","aad","net/minecraft/src","0"
"generateLargeCaveNode","generateLargeCaveNode","a","(JII[BDDD)V","(JII[BDDD)V","MapGenCaves","aad","net/minecraft/src","0"
"setDefaultDirection","setDefaultDirection","h","(LWorld;III)V","(Lrv;III)V","BlockFurnace","aag","net/minecraft/src","0"
"updateFurnaceBlockState","updateFurnaceBlockState","a","(ZLWorld;III)V","(ZLrv;III)V","BlockFurnace","aag","net/minecraft/src","0"
"func_152_a","func_152_a","a","(LEntityMinecart;DDDFF)V","(Lads;DDDFF)V","RenderMinecart","aaf","net/minecraft/src","0"
"func_27252_c","func_27252_c","c","()LJ_JsonNodeBuilder;","()Lvr;","J_JsonNodeBuilders","aaj","net/minecraft/src","0"
"func_27248_a","func_27248_a","a","()LJ_JsonNodeBuilder;","()Lvr;","J_JsonNodeBuilders","aaj","net/minecraft/src","0"
"func_27251_b","func_27251_b","b","()LJ_JsonNodeBuilder;","()Lvr;","J_JsonNodeBuilders","aaj","net/minecraft/src","0"
"func_27249_e","func_27249_e","e","()LJ_JsonArrayNodeBuilder;","()Lrh;","J_JsonNodeBuilders","aaj","net/minecraft/src","0"
"func_27253_d","func_27253_d","d","()LJ_JsonObjectNodeBuilder;","()Lkr;","J_JsonNodeBuilders","aaj","net/minecraft/src","0"
"func_27254_b","func_27254_b","b","(Ljava/lang/String;)LJ_JsonStringNodeBuilder;","(Ljava/lang/String;)Le;","J_JsonNodeBuilders","aaj","net/minecraft/src","0"
"func_27250_a","func_27250_a","a","(Ljava/lang/String;)LJ_JsonNodeBuilder;","(Ljava/lang/String;)Lvr;","J_JsonNodeBuilders","aaj","net/minecraft/src","0"
"renderEntity","renderEntity","a","(LEntity;F)V","(Lkj;F)V","RenderManager","aam","net/minecraft/src","0"
"getEntityRenderObject","getEntityRenderObject","a","(LEntity;)LRender;","(Lkj;)Lpx;","RenderManager","aam","net/minecraft/src","0"
"renderEntityWithPosYaw","renderEntityWithPosYaw","a","(LEntity;DDDFF)V","(Lkj;DDDFF)V","RenderManager","aam","net/minecraft/src","0"
"cacheActiveRenderInfo","cacheActiveRenderInfo","a","(LWorld;LRenderEngine;LFontRenderer;LEntityLiving;LGameSettings;F)V","(Lrv;Lur;Lkh;Lwd;Lfv;F)V","RenderManager","aam","net/minecraft/src","0"
"set","set","a","(LWorld;)V","(Lrv;)V","RenderManager","aam","net/minecraft/src","0"
"getFontRenderer","getFontRenderer","a","()LFontRenderer;","()Lkh;","RenderManager","aam","net/minecraft/src","0"
"getDistanceToCamera","getDistanceToCamera","a","(DDD)D","(DDD)D","RenderManager","aam","net/minecraft/src","0"
"getEntityClassRenderObject","getEntityClassRenderObject","a","(Ljava/lang/Class;)LRender;","(Ljava/lang/Class;)Lpx;","RenderManager","aam","net/minecraft/src","0"
"func_27027_b","func_27027_b","b","(LStatBase;I)V","(Lacc;I)V","EntityClientPlayerMP","aan","net/minecraft/src","0"
"sendInventoryChanged","sendInventoryChanged","aF","()V","()V","EntityClientPlayerMP","aan","net/minecraft/src","0"
"func_4056_N","func_4056_N","aE","()V","()V","EntityClientPlayerMP","aan","net/minecraft/src","0"
"func_35293_c","func_35293_c","c","(LWorld;IIILjava/util/Random;)Z","(Lrv;IIILjava/util/Random;)Z","BlockMushroom","aap","net/minecraft/src","0"
"func_22179_a","func_22179_a","a","([Ljava/io/File;)V","([Ljava/io/File;)V","SaveFormatOld","aas","net/minecraft/src","0"
