"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"furnaceCookTime","furnaceCookTime","c","I","I","TileEntityFurnace","aaa","net/minecraft/src","0"
"currentItemBurnTime","currentItemBurnTime","b","I","I","TileEntityFurnace","aaa","net/minecraft/src","0"
"furnaceItemStacks","furnaceItemStacks","d","[LItemStack;","[Lul;","TileEntityFurnace","aaa","net/minecraft/src","0"
"furnaceBurnTime","furnaceBurnTime","a","I","I","TileEntityFurnace","aaa","net/minecraft/src","0"
"field_35615_d","field_35615_d","d","I","I","StructureStrongholdPieceWeight","aac","net/minecraft/src","0"
"field_35618_a","field_35618_a","a","Ljava/lang/Class;","Ljava/lang/Class;","StructureStrongholdPieceWeight","aac","net/minecraft/src","0"
"field_35617_c","field_35617_c","c","I","I","StructureStrongholdPieceWeight","aac","net/minecraft/src","0"
"field_35616_b","field_35616_b","b","I","I","StructureStrongholdPieceWeight","aac","net/minecraft/src","0"
"blocksNeedingUpdate","blocksNeedingUpdate","b","Ljava/util/Set;","Ljava/util/Set;","BlockRedstoneWire","aab","net/minecraft/src","0"
"wiresProvidePower","wiresProvidePower","a","Z","Z","BlockRedstoneWire","aab","net/minecraft/src","0"
"doubleValue","doubleValue","a","D","D","NBTTagDouble","aae","net/minecraft/src","0"
"furnaceRand","furnaceRand","a","Ljava/util/Random;","Ljava/util/Random;","BlockFurnace","aag","net/minecraft/src","0"
"keepFurnaceInventory","keepFurnaceInventory","c","Z","Z","BlockFurnace","aag","net/minecraft/src","0"
"isActive","isActive","b","Z","Z","BlockFurnace","aag","net/minecraft/src","0"
"modelMinecart","modelMinecart","a","LModelBase;","Lfo;","RenderMinecart","aaf","net/minecraft/src","0"
"bill","bill","g","LModelRenderer;","Lyn;","ModelChicken","aai","net/minecraft/src","0"
"rightWing","rightWing","e","LModelRenderer;","Lyn;","ModelChicken","aai","net/minecraft/src","0"
"leftWing","leftWing","f","LModelRenderer;","Lyn;","ModelChicken","aai","net/minecraft/src","0"
"rightLeg","rightLeg","c","LModelRenderer;","Lyn;","ModelChicken","aai","net/minecraft/src","0"
"leftLeg","leftLeg","d","LModelRenderer;","Lyn;","ModelChicken","aai","net/minecraft/src","0"
