"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"returnEnumOptions","returnEnumOptions","a","()LEnumOptions;","()Lhr;","GuiSmallButton","aa","net/minecraft/src","0"
"renderTileEntityMobSpawner","renderTileEntityMobSpawner","a","(LTileEntityMobSpawner;DDDF)V","(Lcw;DDDF)V","TileEntityMobSpawnerRenderer","af","net/minecraft/src","0"
"tryToCreatePortal","tryToCreatePortal","a_","(LWorld;III)Z","(Lfb;III)Z","BlockPortal","aj","net/minecraft/src","0"
"func_801_a","func_801_a","a","(DD)D","(DD)D","NoiseGeneratorPerlin","al","net/minecraft/src","0"
"func_805_a","func_805_a","a","([DDDDIIIDDDD)V","([DDDDIIIDDDD)V","NoiseGeneratorPerlin","al","net/minecraft/src","0"
"grad","grad","a","(IDDD)D","(IDDD)D","NoiseGeneratorPerlin","al","net/minecraft/src","0"
"lerp","lerp","b","(DDD)D","(DDD)D","NoiseGeneratorPerlin","al","net/minecraft/src","0"
"generateNoise","generateNoise","a","(DDD)D","(DDD)D","NoiseGeneratorPerlin","al","net/minecraft/src","0"
"func_4110_a","func_4110_a","a","(IDD)D","(IDD)D","NoiseGeneratorPerlin","al","net/minecraft/src","0"
"func_27464_d","func_27464_d","d","(LJ_PositionTrackingPushbackReader;LJ_JsonListener;)V","(Llf;Lvy;)V","J_SajParser","am","net/minecraft/src","0"
"func_27449_c","func_27449_c","c","(LJ_PositionTrackingPushbackReader;LJ_JsonListener;)V","(Llf;Lvy;)V","J_SajParser","am","net/minecraft/src","0"
"func_27463_a","func_27463_a","a","(Ljava/io/Reader;LJ_JsonListener;)V","(Ljava/io/Reader;Lvy;)V","J_SajParser","am","net/minecraft/src","0"
"func_27459_a","func_27459_a","a","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Llf;)Ljava/lang/String;","J_SajParser","am","net/minecraft/src","0"
"func_27451_b","func_27451_b","b","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Llf;)Ljava/lang/String;","J_SajParser","am","net/minecraft/src","0"
"func_27453_b","func_27453_b","b","(LJ_PositionTrackingPushbackReader;LJ_JsonListener;)V","(Llf;Lvy;)V","J_SajParser","am","net/minecraft/src","0"
"func_27455_a","func_27455_a","a","(LJ_PositionTrackingPushbackReader;LJ_JsonListener;)V","(Llf;Lvy;)V","J_SajParser","am","net/minecraft/src","0"
"func_27454_g","func_27454_g","g","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Llf;)Ljava/lang/String;","J_SajParser","am","net/minecraft/src","0"
"func_27461_h","func_27461_h","h","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Llf;)Ljava/lang/String;","J_SajParser","am","net/minecraft/src","0"
"func_27452_i","func_27452_i","i","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Llf;)Ljava/lang/String;","J_SajParser","am","net/minecraft/src","0"
"func_27456_e","func_27456_e","e","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Llf;)Ljava/lang/String;","J_SajParser","am","net/minecraft/src","0"
"func_27462_f","func_27462_f","f","(LJ_PositionTrackingPushbackReader;)Ljava/lang/String;","(Llf;)Ljava/lang/String;","J_SajParser","am","net/minecraft/src","0"
"func_27460_c","func_27460_c","c","(LJ_PositionTrackingPushbackReader;)C","(Llf;)C","J_SajParser","am","net/minecraft/src","0"
"func_27458_d","func_27458_d","d","(LJ_PositionTrackingPushbackReader;)C","(Llf;)C","J_SajParser","am","net/minecraft/src","0"
"func_27450_k","func_27450_k","k","(LJ_PositionTrackingPushbackReader;)I","(Llf;)I","J_SajParser","am","net/minecraft/src","0"
"func_27448_l","func_27448_l","l","(LJ_PositionTrackingPushbackReader;)I","(Llf;)I","J_SajParser","am","net/minecraft/src","0"
"func_27457_j","func_27457_j","j","(LJ_PositionTrackingPushbackReader;)C","(Llf;)C","J_SajParser","am","net/minecraft/src","0"
"func_27318_b","func_27318_b","b","(LJ_JsonNodeDoesNotMatchChainedJsonNodeSelectorException;[Ljava/lang/Object;LJ_JsonRootNode;)Ljava/lang/String;","(Lmv;[Ljava/lang/Object;Lqa;)Ljava/lang/String;","J_JsonNodeDoesNotMatchPathElementsException","an","net/minecraft/src","0"
"func_27319_a","func_27319_a","a","(LJ_JsonNodeDoesNotMatchChainedJsonNodeSelectorException;[Ljava/lang/Object;LJ_JsonRootNode;)LJ_JsonNodeDoesNotMatchPathElementsException;","(Lmv;[Ljava/lang/Object;Lqa;)Lan;","J_JsonNodeDoesNotMatchPathElementsException","an","net/minecraft/src","0"
"func_27317_a","func_27317_a","a","([Ljava/lang/Object;)Ljava/lang/String;","([Ljava/lang/Object;)Ljava/lang/String;","J_JsonNodeDoesNotMatchPathElementsException","an","net/minecraft/src","0"
"func_1139_a","func_1139_a","a","(LNBTTagCompound;Ljava/io/DataOutput;)V","(Lnq;Ljava/io/DataOutput;)V","CompressedStreamTools","ar","net/minecraft/src","0"
