"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"recipeItems","recipeItems","b","[[Ljava/lang/Object;","[[Ljava/lang/Object;","net/minecraft/src/RecipesArmor","ab","net/minecraft/src","0"
"recipePatterns","recipePatterns","a","[[Ljava/lang/String;","[[Ljava/lang/String;","net/minecraft/src/RecipesArmor","ab","net/minecraft/src","0"
"tagMap","tagMap","a","Ljava/util/Map;","Ljava/util/Map;","net/minecraft/src/NBTTagCompound","ae","net/minecraft/src","0"
"instance","instance","a","Lnet/minecraft/src/Tessellator;","Lag;","net/minecraft/src/Tessellator","ag","net/minecraft/src","0"
"entityHashMap","entityHashMap","b","Ljava/util/Map;","Ljava/util/Map;","net/minecraft/src/TileEntityMobSpawnerRenderer","ai","net/minecraft/src","0"
"mc","mc","a","Lnet/minecraft/src/Minecraft;","Law;","net/minecraft/src/PlayerController","aj","net/minecraft/src","0"
"field_1064_b","field_1064_b","b","Z","Z","net/minecraft/src/PlayerController","aj","net/minecraft/src","0"
"lowerChest","lowerChest","c","Lnet/minecraft/src/IInventory;","Lkd;","net/minecraft/src/InventoryLargeChest","aq","net/minecraft/src","0"
"upperChest","upperChest","b","Lnet/minecraft/src/IInventory;","Lkd;","net/minecraft/src/InventoryLargeChest","aq","net/minecraft/src","0"
"name","name","a","Ljava/lang/String;","Ljava/lang/String;","net/minecraft/src/InventoryLargeChest","aq","net/minecraft/src","0"
"field_1137_h","field_1137_h","b","[F","[F","net/minecraft/src/TextureWaterFlowFX","as","net/minecraft/src","0"
"field_1138_g","field_1138_g","a","[F","[F","net/minecraft/src/TextureWaterFlowFX","as","net/minecraft/src","0"
"field_1135_j","field_1135_j","d","[F","[F","net/minecraft/src/TextureWaterFlowFX","as","net/minecraft/src","0"
"field_1136_i","field_1136_i","c","[F","[F","net/minecraft/src/TextureWaterFlowFX","as","net/minecraft/src","0"
"field_1134_k","field_1134_k","j","I","I","net/minecraft/src/TextureWaterFlowFX","as","net/minecraft/src","0"
"imageData","imageData","e","[B","[B","net/minecraft/src/TextureFX","at","net/minecraft/src","0"
"anaglyphEnabled","anaglyphEnabled","g","Z","Z","net/minecraft/src/TextureFX","at","net/minecraft/src","0"
"iconIndex","iconIndex","f","I","I","net/minecraft/src/TextureFX","at","net/minecraft/src","0"
"tileSize","tileSize","i","I","I","net/minecraft/src/TextureFX","at","net/minecraft/src","0"
"textureId","textureId","h","I","I","net/minecraft/src/TextureFX","at","net/minecraft/src","0"
"getHarvestLevel","getHarvestLevel","aE","I","I","net/minecraft/src/ItemPickaxe","au","net/minecraft/src","0"
"blocksEffectiveAgainst","blocksEffectiveAgainst","aD","[Lnet/minecraft/src/Block;","[Lgs;","net/minecraft/src/ItemPickaxe","au","net/minecraft/src","0"
"gearsIntArray2","gearsIntArray2","c","[I","[I","net/minecraft/src/TextureGearsFX","av","net/minecraft/src","0"
"gearsInt1","gearsInt1","a","I","I","net/minecraft/src/TextureGearsFX","av","net/minecraft/src","0"
"gearsInt2","gearsInt2","d","I","I","net/minecraft/src/TextureGearsFX","av","net/minecraft/src","0"
"gearsIntArray1","gearsIntArray1","b","[I","[I","net/minecraft/src/TextureGearsFX","av","net/minecraft/src","0"
"objectMouseOver","objectMouseOver","x","Lnet/minecraft/src/MovingObjectPosition;","Lhb;","net/minecraft/src/Minecraft","aw","net/minecraft/src","0"
"fullscreen","fullscreen","a","Z","Z","net/minecraft/src/Minecraft","aw","net/minecraft/src","0"
"entityRenderer","entityRenderer","r","Lnet/minecraft/src/EntityRenderer;","Lcb;","net/minecraft/src/Minecraft","aw","net/minecraft/src","0"
"tempDisplayWidth","tempDisplayWidth","Q","I","I","net/minecraft/src/Minecraft","aw","net/minecraft/src","0"
"minecraftDir","minecraftDir","U","Ljava/io/File;","Ljava/io/File;","net/minecraft/src/Minecraft","aw","net/minecraft/src","0"
"mouseHelper","mouseHelper","B","Lnet/minecraft/src/MouseHelper;","Lhs;","net/minecraft/src/Minecraft","aw","net/minecraft/src","0"
"gameSettings","gameSettings","y","Lnet/minecraft/src/GameSettings;","Lja;","net/minecraft/src/Minecraft","aw","net/minecraft/src","0"
"renderGlobal","renderGlobal","f","Lnet/minecraft/src/RenderGlobal;","Lm;","net/minecraft/src/Minecraft","aw","net/minecraft/src","0"
"sessionData","sessionData","i","Lnet/minecraft/src/Session;","Lgg;","net/minecraft/src/Minecraft","aw","net/minecraft/src","0"
"playerController","playerController","b","Lnet/minecraft/src/PlayerController;","Laj;","net/minecraft/src/Minecraft","aw","net/minecraft/src","0"
