"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"enumOptions","enumOptions","i","Lnet/minecraft/src/EnumOptions;","Lhr;","net/minecraft/src/GuiSmallButton","aa","net/minecraft/src","0"
"field_21065_a","field_21065_a","a","F","F","net/minecraft/src/EntityNoteFX","ad","net/minecraft/src","0"
"entityHashMap","entityHashMap","b","Ljava/util/Map;","Ljava/util/Map;","net/minecraft/src/TileEntityMobSpawnerRenderer","af","net/minecraft/src","0"
"field_28056_c","field_28056_c","c","[B","[B","net/minecraft/src/Packet131MapData","ah","net/minecraft/src","0"
"field_28055_a","field_28055_a","a","S","S","net/minecraft/src/Packet131MapData","ah","net/minecraft/src","0"
"field_28054_b","field_28054_b","b","S","S","net/minecraft/src/Packet131MapData","ah","net/minecraft/src","0"
"yCoord","yCoord","b","D","D","net/minecraft/src/NoiseGeneratorPerlin","al","net/minecraft/src","0"
"xCoord","xCoord","a","D","D","net/minecraft/src/NoiseGeneratorPerlin","al","net/minecraft/src","0"
"zCoord","zCoord","c","D","D","net/minecraft/src/NoiseGeneratorPerlin","al","net/minecraft/src","0"
"permutations","permutations","d","[I","[I","net/minecraft/src/NoiseGeneratorPerlin","al","net/minecraft/src","0"
"field_27320_a","field_27320_a","a","Lnet/minecraft/src/J_JsonFormatter;","Lmf;","net/minecraft/src/J_JsonNodeDoesNotMatchPathElementsException","an","net/minecraft/src","0"
"field_28059_b","field_28059_b","b","I","I","net/minecraft/src/WorldGenTallGrass","ao","net/minecraft/src","0"
"field_28060_a","field_28060_a","a","I","I","net/minecraft/src/WorldGenTallGrass","ao","net/minecraft/src","0"
"NULL","NULL","g","Lnet/minecraft/src/EnumJsonNodeType;","Las;","net/minecraft/src/EnumJsonNodeType","as","net/minecraft/src","0"
"NUMBER","NUMBER","d","Lnet/minecraft/src/EnumJsonNodeType;","Las;","net/minecraft/src/EnumJsonNodeType","as","net/minecraft/src","0"
"STRING","STRING","c","Lnet/minecraft/src/EnumJsonNodeType;","Las;","net/minecraft/src/EnumJsonNodeType","as","net/minecraft/src","0"
"FALSE","FALSE","f","Lnet/minecraft/src/EnumJsonNodeType;","Las;","net/minecraft/src/EnumJsonNodeType","as","net/minecraft/src","0"
"$VALUES","$VALUES","$VALUES","[Lnet/minecraft/src/EnumJsonNodeType;","[Las;","net/minecraft/src/EnumJsonNodeType","as","net/minecraft/src","0"
"TRUE","TRUE","e","Lnet/minecraft/src/EnumJsonNodeType;","Las;","net/minecraft/src/EnumJsonNodeType","as","net/minecraft/src","0"
"ARRAY","ARRAY","b","Lnet/minecraft/src/EnumJsonNodeType;","Las;","net/minecraft/src/EnumJsonNodeType","as","net/minecraft/src","0"
"OBJECT","OBJECT","a","Lnet/minecraft/src/EnumJsonNodeType;","Las;","net/minecraft/src/EnumJsonNodeType","as","net/minecraft/src","0"
"blocksEffectiveAgainst","blocksEffectiveAgainst","bj","[Lnet/minecraft/src/Block;","[Lun;","net/minecraft/src/ItemPickaxe","at","net/minecraft/src","0"
"field_4229_i","field_4229_i","i","D","D","net/minecraft/src/TextureCompassFX","au","net/minecraft/src","0"
"mc","mc","g","Lnet/minecraft/client/Minecraft;","Lnet/minecraft/client/Minecraft;","net/minecraft/src/TextureCompassFX","au","net/minecraft/src","0"
"field_4228_j","field_4228_j","j","D","D","net/minecraft/src/TextureCompassFX","au","net/minecraft/src","0"
"compassIconImageData","compassIconImageData","h","[I","[I","net/minecraft/src/TextureCompassFX","au","net/minecraft/src","0"
"imageData","imageData","a","[B","[B","net/minecraft/src/TextureFX","av","net/minecraft/src","0"
"anaglyphEnabled","anaglyphEnabled","c","Z","Z","net/minecraft/src/TextureFX","av","net/minecraft/src","0"
"iconIndex","iconIndex","b","I","I","net/minecraft/src/TextureFX","av","net/minecraft/src","0"
"tileSize","tileSize","e","I","I","net/minecraft/src/TextureFX","av","net/minecraft/src","0"
"textureId","textureId","d","I","I","net/minecraft/src/TextureFX","av","net/minecraft/src","0"
"tileImage","tileImage","f","I","I","net/minecraft/src/TextureFX","av","net/minecraft/src","0"
"field_28218_e","field_28218_e","e","Lnet/minecraft/src/MapData;","Lir;","net/minecraft/src/MapCoord","aw","net/minecraft/src","0"
"field_28217_a","field_28217_a","a","B","B","net/minecraft/src/MapCoord","aw","net/minecraft/src","0"
"field_28220_c","field_28220_c","c","B","B","net/minecraft/src/MapCoord","aw","net/minecraft/src","0"
"field_28216_b","field_28216_b","b","B","B","net/minecraft/src/MapCoord","aw","net/minecraft/src","0"
"field_28219_d","field_28219_d","d","B","B","net/minecraft/src/MapCoord","aw","net/minecraft/src","0"
"dispenserContents","dispenserContents","a","[Lnet/minecraft/src/ItemStack;","[Liw;","net/minecraft/src/TileEntityDispenser","ay","net/minecraft/src","0"
"dispenserRandom","dispenserRandom","b","Ljava/util/Random;","Ljava/util/Random;","net/minecraft/src/TileEntityDispenser","ay","net/minecraft/src","0"
"renderBlocks","renderBlocks","e","Lnet/minecraft/src/RenderBlocks;","Lct;","net/minecraft/src/RenderItem","ba","net/minecraft/src","0"
"random","random","f","Ljava/util/Random;","Ljava/util/Random;","net/minecraft/src/RenderItem","ba","net/minecraft/src","0"
"field_27004_a","field_27004_a","a","Z","Z","net/minecraft/src/RenderItem","ba","net/minecraft/src","0"
"isFull","isFull","a","I","I","net/minecraft/src/ItemBucket","bb","net/minecraft/src","0"
"dataFolder","dataFolder","e","Ljava/io/File;","Ljava/io/File;","net/minecraft/src/CanvasIsomPreview","bc","net/minecraft/src","0"
"field_1793_a","field_1793_a","a","I","I","net/minecraft/src/CanvasIsomPreview","bc","net/minecraft/src","0"
"field_1785_i","field_1785_i","i","I","I","net/minecraft/src/CanvasIsomPreview","bc","net/minecraft/src","0"
"field_1784_j","field_1784_j","j","I","I","net/minecraft/src/CanvasIsomPreview","bc","net/minecraft/src","0"
"yPosition","yPosition","l","I","I","net/minecraft/src/CanvasIsomPreview","bc","net/minecraft/src","0"
"displayHelpText","displayHelpText","c","Z","Z","net/minecraft/src/CanvasIsomPreview","bc","net/minecraft/src","0"
"imageBuffers","imageBuffers","h","[[Lnet/minecraft/src/IsoImageBuffer;","[[Lqz;","net/minecraft/src/CanvasIsomPreview","bc","net/minecraft/src","0"
"zoomLevel","zoomLevel","b","I","I","net/minecraft/src/CanvasIsomPreview","bc","net/minecraft/src","0"
"xPosition","xPosition","k","I","I","net/minecraft/src/CanvasIsomPreview","bc","net/minecraft/src","0"
"running","running","f","Z","Z","net/minecraft/src/CanvasIsomPreview","bc","net/minecraft/src","0"
"worldObj","worldObj","d","Lnet/minecraft/src/World;","Lfb;","net/minecraft/src/CanvasIsomPreview","bc","net/minecraft/src","0"
"imageBufferList","imageBufferList","g","Ljava/util/List;","Ljava/util/List;","net/minecraft/src/CanvasIsomPreview","bc","net/minecraft/src","0"
"plantBlockId","plantBlockId","a","I","I","net/minecraft/src/WorldGenFlowers","bd","net/minecraft/src","0"
"soundName","soundName","a","Ljava/lang/String;","Ljava/lang/String;","net/minecraft/src/SoundPoolEntry","bg","net/minecraft/src","0"
"soundUrl","soundUrl","b","Ljava/net/URL;","Ljava/net/URL;","net/minecraft/src/SoundPoolEntry","bg","net/minecraft/src","0"
"spawnRarityRate","spawnRarityRate","b","I","I","net/minecraft/src/SpawnListEntry","bi","net/minecraft/src","0"
"entityClass","entityClass","a","Ljava/lang/Class;","Ljava/lang/Class;","net/minecraft/src/SpawnListEntry","bi","net/minecraft/src","0"
"baseIndexInPNG","baseIndexInPNG","c","I","I","net/minecraft/src/BlockLeaves","bj","net/minecraft/src","0"
"adjacentTreeBlocks","adjacentTreeBlocks","a","[I","[I","net/minecraft/src/BlockLeaves","bj","net/minecraft/src","0"
"burnTime","burnTime","c","I","I","net/minecraft/src/ContainerFurnace","bk","net/minecraft/src","0"
"cookTime","cookTime","b","I","I","net/minecraft/src/ContainerFurnace","bk","net/minecraft/src","0"
"furnace","furnace","a","Lnet/minecraft/src/TileEntityFurnace;","Lsf;","net/minecraft/src/ContainerFurnace","bk","net/minecraft/src","0"
"itemBurnTime","itemBurnTime","h","I","I","net/minecraft/src/ContainerFurnace","bk","net/minecraft/src","0"
"attackCounter","attackCounter","f","I","I","net/minecraft/src/EntityGhast","bn","net/minecraft/src","0"
"prevAttackCounter","prevAttackCounter","e","I","I","net/minecraft/src/EntityGhast","bn","net/minecraft/src","0"
"aggroCooldown","aggroCooldown","h","I","I","net/minecraft/src/EntityGhast","bn","net/minecraft/src","0"
"waypointY","waypointY","c","D","D","net/minecraft/src/EntityGhast","bn","net/minecraft/src","0"
