"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"permutations","permutations","d","[I","[I","net/minecraft/src/NoiseGeneratorPerlin","ae","net/minecraft/src","0"
"xCoord","xCoord","a","D","D","net/minecraft/src/NoiseGeneratorPerlin","ae","net/minecraft/src","0"
"zCoord","zCoord","c","D","D","net/minecraft/src/NoiseGeneratorPerlin","ae","net/minecraft/src","0"
"yCoord","yCoord","b","D","D","net/minecraft/src/NoiseGeneratorPerlin","ae","net/minecraft/src","0"
"anaglyphEnabled","anaglyphEnabled","c","Z","Z","net/minecraft/src/TextureFX","ai","net/minecraft/src","0"
"iconIndex","iconIndex","b","I","I","net/minecraft/src/TextureFX","ai","net/minecraft/src","0"
"field_1130_d","field_1130_d","d","I","I","net/minecraft/src/TextureFX","ai","net/minecraft/src","0"
"imageData","imageData","a","[B","[B","net/minecraft/src/TextureFX","ai","net/minecraft/src","0"
"tileImage","tileImage","f","I","I","net/minecraft/src/TextureFX","ai","net/minecraft/src","0"
"tileSize","tileSize","e","I","I","net/minecraft/src/TextureFX","ai","net/minecraft/src","0"
"field_4230_h","field_4230_h","h","[I","[I","net/minecraft/src/TextureCompassFX","aj","net/minecraft/src","0"
"field_4228_j","field_4228_j","j","D","D","net/minecraft/src/TextureCompassFX","aj","net/minecraft/src","0"
"field_4229_i","field_4229_i","i","D","D","net/minecraft/src/TextureCompassFX","aj","net/minecraft/src","0"
"mc","mc","g","Lnet/minecraft/client/Minecraft;","Lnet/minecraft/client/Minecraft;","net/minecraft/src/TextureCompassFX","aj","net/minecraft/src","0"
"blocksEffectiveAgainst","blocksEffectiveAgainst","bi","[Lnet/minecraft/src/Block;","[Lra;","net/minecraft/src/ItemPickaxe","ak","net/minecraft/src","0"
"dispenserContents","dispenserContents","a","[Lnet/minecraft/src/ItemStack;","[Lhi;","net/minecraft/src/TileEntityDispenser","al","net/minecraft/src","0"
"dispenserRandom","dispenserRandom","b","Ljava/util/Random;","Ljava/util/Random;","net/minecraft/src/TileEntityDispenser","al","net/minecraft/src","0"
"renderBlocks","renderBlocks","a","Lnet/minecraft/src/RenderBlocks;","Lca;","net/minecraft/src/RenderItem","am","net/minecraft/src","0"
"random","random","e","Ljava/util/Random;","Ljava/util/Random;","net/minecraft/src/RenderItem","am","net/minecraft/src","0"
"isFull","isFull","a","I","I","net/minecraft/src/ItemBucket","an","net/minecraft/src","0"
"field_25077_a","field_25077_a","a","Ljava/text/DecimalFormat;","Ljava/text/DecimalFormat;","net/minecraft/src/StatDistance","ao","net/minecraft/src","0"
"field_1784_j","field_1784_j","j","I","I","net/minecraft/src/CanvasIsomPreview","ap","net/minecraft/src","0"
"yPosition","yPosition","l","I","I","net/minecraft/src/CanvasIsomPreview","ap","net/minecraft/src","0"
"displayHelpText","displayHelpText","c","Z","Z","net/minecraft/src/CanvasIsomPreview","ap","net/minecraft/src","0"
"imageBufferList","imageBufferList","g","Ljava/util/List;","Ljava/util/List;","net/minecraft/src/CanvasIsomPreview","ap","net/minecraft/src","0"
"worldObj","worldObj","d","Lnet/minecraft/src/World;","Leb;","net/minecraft/src/CanvasIsomPreview","ap","net/minecraft/src","0"
"dataFolder","dataFolder","e","Ljava/io/File;","Ljava/io/File;","net/minecraft/src/CanvasIsomPreview","ap","net/minecraft/src","0"
"zoomLevel","zoomLevel","b","I","I","net/minecraft/src/CanvasIsomPreview","ap","net/minecraft/src","0"
"field_1785_i","field_1785_i","i","I","I","net/minecraft/src/CanvasIsomPreview","ap","net/minecraft/src","0"
"xPosition","xPosition","k","I","I","net/minecraft/src/CanvasIsomPreview","ap","net/minecraft/src","0"
"running","running","f","Z","Z","net/minecraft/src/CanvasIsomPreview","ap","net/minecraft/src","0"
"imageBuffers","imageBuffers","h","[[Lnet/minecraft/src/IsoImageBuffer;","[[Lnx;","net/minecraft/src/CanvasIsomPreview","ap","net/minecraft/src","0"
"field_1793_a","field_1793_a","a","I","I","net/minecraft/src/CanvasIsomPreview","ap","net/minecraft/src","0"
"plantBlockId","plantBlockId","a","I","I","net/minecraft/src/WorldGenFlowers","aq","net/minecraft/src","0"
"soundName","soundName","a","Ljava/lang/String;","Ljava/lang/String;","net/minecraft/src/SoundPoolEntry","at","net/minecraft/src","0"
"soundUrl","soundUrl","b","Ljava/net/URL;","Ljava/net/URL;","net/minecraft/src/SoundPoolEntry","at","net/minecraft/src","0"
"field_25211_b","field_25211_b","b","I","I","net/minecraft/src/SpawnListEntry","av","net/minecraft/src","0"
"field_25212_a","field_25212_a","a","Ljava/lang/Class;","Ljava/lang/Class;","net/minecraft/src/SpawnListEntry","av","net/minecraft/src","0"
"baseIndexInPNG","baseIndexInPNG","c","I","I","net/minecraft/src/BlockLeaves","aw","net/minecraft/src","0"
"adjacentTreeBlocks","adjacentTreeBlocks","a","[I","[I","net/minecraft/src/BlockLeaves","aw","net/minecraft/src","0"
"burnTime","burnTime","c","I","I","net/minecraft/src/CraftingInventoryFurnaceCB","ax","net/minecraft/src","0"
"cookTime","cookTime","b","I","I","net/minecraft/src/CraftingInventoryFurnaceCB","ax","net/minecraft/src","0"
"furnace","furnace","a","Lnet/minecraft/src/TileEntityFurnace;","Loy;","net/minecraft/src/CraftingInventoryFurnaceCB","ax","net/minecraft/src","0"
"itemBurnTime","itemBurnTime","h","I","I","net/minecraft/src/CraftingInventoryFurnaceCB","ax","net/minecraft/src","0"
"y","y","b","I","I","net/minecraft/src/ChunkCoordinates","ay","net/minecraft/src","0"
"x","x","a","I","I","net/minecraft/src/ChunkCoordinates","ay","net/minecraft/src","0"
"z","z","c","I","I","net/minecraft/src/ChunkCoordinates","ay","net/minecraft/src","0"
"prevAttackCounter","prevAttackCounter","e","I","I","net/minecraft/src/EntityGhast","az","net/minecraft/src","0"
"waypointX","waypointX","b","D","D","net/minecraft/src/EntityGhast","az","net/minecraft/src","0"
"attackCounter","attackCounter","f","I","I","net/minecraft/src/EntityGhast","az","net/minecraft/src","0"
"waypointZ","waypointZ","d","D","D","net/minecraft/src/EntityGhast","az","net/minecraft/src","0"
"aggroCooldown","aggroCooldown","h","I","I","net/minecraft/src/EntityGhast","az","net/minecraft/src","0"
"waypointY","waypointY","c","D","D","net/minecraft/src/EntityGhast","az","net/minecraft/src","0"
"targetedEntity","targetedEntity","g","Lnet/minecraft/src/Entity;","Lpb;","net/minecraft/src/EntityGhast","az","net/minecraft/src","0"
"courseChangeCooldown","courseChangeCooldown","a","I","I","net/minecraft/src/EntityGhast","az","net/minecraft/src","0"
"field_468_a","field_468_a","a","Z","Z","net/minecraft/src/BlockRedstoneOre","ba","net/minecraft/src","0"
"xCoord","xCoord","a","D","D","net/minecraft/src/Vec3D","bb","net/minecraft/src","0"
"nextVector","nextVector","e","I","I","net/minecraft/src/Vec3D","bb","net/minecraft/src","0"
"zCoord","zCoord","c","D","D","net/minecraft/src/Vec3D","bb","net/minecraft/src","0"
"yCoord","yCoord","b","D","D","net/minecraft/src/Vec3D","bb","net/minecraft/src","0"
"vectorList","vectorList","d","Ljava/util/List;","Ljava/util/List;","net/minecraft/src/Vec3D","bb","net/minecraft/src","0"
"maxUses","maxUses","g","I","I","net/minecraft/src/EnumToolMaterial","bc","net/minecraft/src","0"
"harvestLevel","harvestLevel","f","I","I","net/minecraft/src/EnumToolMaterial","bc","net/minecraft/src","0"
"damageVsEntity","damageVsEntity","i","I","I","net/minecraft/src/EnumToolMaterial","bc","net/minecraft/src","0"
"efficiencyOnProperMaterial","efficiencyOnProperMaterial","h","F","F","net/minecraft/src/EnumToolMaterial","bc","net/minecraft/src","0"
"EMERALD","EMERALD","d","Lnet/minecraft/src/EnumToolMaterial;","Lbc;","net/minecraft/src/EnumToolMaterial","bc","net/minecraft/src","0"
"IRON","IRON","c","Lnet/minecraft/src/EnumToolMaterial;","Lbc;","net/minecraft/src/EnumToolMaterial","bc","net/minecraft/src","0"
"$VALUES","$VALUES","$VALUES","[Lnet/minecraft/src/EnumToolMaterial;","[Lbc;","net/minecraft/src/EnumToolMaterial","bc","net/minecraft/src","0"
"GOLD","GOLD","e","Lnet/minecraft/src/EnumToolMaterial;","Lbc;","net/minecraft/src/EnumToolMaterial","bc","net/minecraft/src","0"
"STONE","STONE","b","Lnet/minecraft/src/EnumToolMaterial;","Lbc;","net/minecraft/src/EnumToolMaterial","bc","net/minecraft/src","0"
"WOOD","WOOD","a","Lnet/minecraft/src/EnumToolMaterial;","Lbc;","net/minecraft/src/EnumToolMaterial","bc","net/minecraft/src","0"
"triggerMobType","triggerMobType","a","Lnet/minecraft/src/EnumMobType;","Lok;","net/minecraft/src/BlockPressurePlate","bd","net/minecraft/src","0"
"field_194_c","field_194_c","d","F","F","net/minecraft/src/Render","be","net/minecraft/src","0"
"shadowSize","shadowSize","c","F","F","net/minecraft/src/Render","be","net/minecraft/src","0"
"modelBase","modelBase","a","Lnet/minecraft/src/ModelBase;","Lin;","net/minecraft/src/Render","be","net/minecraft/src","0"
