"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"renderTileEntityMobSpawner","renderTileEntityMobSpawner","a","(Lnet/minecraft/src/TileEntityMobSpawner;DDDF)V","(Lcq;DDDF)V","net/minecraft/src/TileEntityMobSpawnerRenderer","ae","net/minecraft/src","0"
"tryToCreatePortal","tryToCreatePortal","a_","(Lnet/minecraft/src/World;III)Z","(Let;III)Z","net/minecraft/src/BlockPortal","ah","net/minecraft/src","0"
"func_805_a","func_805_a","a","([DDDDIIIDDDD)V","([DDDDIIIDDDD)V","net/minecraft/src/NoiseGeneratorPerlin","aj","net/minecraft/src","0"
"func_801_a","func_801_a","a","(DD)D","(DD)D","net/minecraft/src/NoiseGeneratorPerlin","aj","net/minecraft/src","0"
"lerp","lerp","b","(DDD)D","(DDD)D","net/minecraft/src/NoiseGeneratorPerlin","aj","net/minecraft/src","0"
"generateNoise","generateNoise","a","(DDD)D","(DDD)D","net/minecraft/src/NoiseGeneratorPerlin","aj","net/minecraft/src","0"
"grad","grad","a","(IDDD)D","(IDDD)D","net/minecraft/src/NoiseGeneratorPerlin","aj","net/minecraft/src","0"
"func_4110_a","func_4110_a","a","(IDD)D","(IDD)D","net/minecraft/src/NoiseGeneratorPerlin","aj","net/minecraft/src","0"
"func_27459_a","func_27459_a","a","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;)Ljava/lang/String;","(Lkn;)Ljava/lang/String;","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27453_b","func_27453_b","b","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;Lnet/minecraft/src/J_JsonListener;)V","(Lkn;Luz;)V","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27449_c","func_27449_c","c","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;Lnet/minecraft/src/J_JsonListener;)V","(Lkn;Luz;)V","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27464_d","func_27464_d","d","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;Lnet/minecraft/src/J_JsonListener;)V","(Lkn;Luz;)V","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27463_a","func_27463_a","a","(Ljava/io/Reader;Lnet/minecraft/src/J_JsonListener;)V","(Ljava/io/Reader;Luz;)V","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27462_f","func_27462_f","f","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;)Ljava/lang/String;","(Lkn;)Ljava/lang/String;","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27454_g","func_27454_g","g","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;)Ljava/lang/String;","(Lkn;)Ljava/lang/String;","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27461_h","func_27461_h","h","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;)Ljava/lang/String;","(Lkn;)Ljava/lang/String;","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27452_i","func_27452_i","i","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;)Ljava/lang/String;","(Lkn;)Ljava/lang/String;","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27451_b","func_27451_b","b","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;)Ljava/lang/String;","(Lkn;)Ljava/lang/String;","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27456_e","func_27456_e","e","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;)Ljava/lang/String;","(Lkn;)Ljava/lang/String;","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27460_c","func_27460_c","c","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;)C","(Lkn;)C","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27458_d","func_27458_d","d","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;)C","(Lkn;)C","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27450_k","func_27450_k","k","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;)I","(Lkn;)I","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27448_l","func_27448_l","l","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;)I","(Lkn;)I","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27457_j","func_27457_j","j","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;)C","(Lkn;)C","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27455_a","func_27455_a","a","(Lnet/minecraft/src/J_PositionTrackingPushbackReader;Lnet/minecraft/src/J_JsonListener;)V","(Lkn;Luz;)V","net/minecraft/src/J_SajParser","ak","net/minecraft/src","0"
"func_27318_b","func_27318_b","b","(Lnet/minecraft/src/J_JsonNodeDoesNotMatchChainedJsonNodeSelectorException;[Ljava/lang/Object;Lnet/minecraft/src/J_JsonRootNode;)Ljava/lang/String;","(Lme;[Ljava/lang/Object;Lpf;)Ljava/lang/String;","net/minecraft/src/J_JsonNodeDoesNotMatchPathElementsException","al","net/minecraft/src","0"
"func_27319_a","func_27319_a","a","(Lnet/minecraft/src/J_JsonNodeDoesNotMatchChainedJsonNodeSelectorException;[Ljava/lang/Object;Lnet/minecraft/src/J_JsonRootNode;)Lnet/minecraft/src/J_JsonNodeDoesNotMatchPathElementsException;","(Lme;[Ljava/lang/Object;Lpf;)Lal;","net/minecraft/src/J_JsonNodeDoesNotMatchPathElementsException","al","net/minecraft/src","0"
"func_27317_a","func_27317_a","a","([Ljava/lang/Object;)Ljava/lang/String;","([Ljava/lang/Object;)Ljava/lang/String;","net/minecraft/src/J_JsonNodeDoesNotMatchPathElementsException","al","net/minecraft/src","0"
"func_1138_a","func_1138_a","a","(Ljava/io/InputStream;)Lnet/minecraft/src/NBTTagCompound;","(Ljava/io/InputStream;)Lmy;","net/minecraft/src/CompressedStreamTools","ao","net/minecraft/src","0"
"writeGzippedCompoundToOutputStream","writeGzippedCompoundToOutputStream","a","(Lnet/minecraft/src/NBTTagCompound;Ljava/io/OutputStream;)V","(Lmy;Ljava/io/OutputStream;)V","net/minecraft/src/CompressedStreamTools","ao","net/minecraft/src","0"
"func_1141_a","func_1141_a","a","(Ljava/io/DataInput;)Lnet/minecraft/src/NBTTagCompound;","(Ljava/io/DataInput;)Lmy;","net/minecraft/src/CompressedStreamTools","ao","net/minecraft/src","0"
"func_1139_a","func_1139_a","a","(Lnet/minecraft/src/NBTTagCompound;Ljava/io/DataOutput;)V","(Lmy;Ljava/io/DataOutput;)V","net/minecraft/src/CompressedStreamTools","ao","net/minecraft/src","0"
"values","values","values","()[Lnet/minecraft/src/EnumJsonNodeType;","()[Lap;","net/minecraft/src/EnumJsonNodeType","ap","net/minecraft/src","0"
"valueOf","valueOf","valueOf","(Ljava/lang/String;)Lnet/minecraft/src/EnumJsonNodeType;","(Ljava/lang/String;)Lap;","net/minecraft/src/EnumJsonNodeType","ap","net/minecraft/src","0"
"onTick","onTick","a","()V","()V","net/minecraft/src/TextureFX","as","net/minecraft/src","0"
"bindImage","bindImage","a","(Lnet/minecraft/src/RenderEngine;)V","(Lip;)V","net/minecraft/src/TextureFX","as","net/minecraft/src","0"
"getRandomStackFromInventory","getRandomStackFromInventory","b","()Lnet/minecraft/src/ItemStack;","()Lii;","net/minecraft/src/TileEntityDispenser","at","net/minecraft/src","0"
"func_27063_c","func_27063_c","c","(Ljava/lang/Object;)Ljava/lang/Object;","(Ljava/lang/Object;)Ljava/lang/Object;","net/minecraft/src/J_LeafFunctor","au","net/minecraft/src","0"
"renderQuad","renderQuad","a","(Lnet/minecraft/src/Tessellator;IIIII)V","(Lna;IIIII)V","net/minecraft/src/RenderItem","av","net/minecraft/src","0"
"renderTexturedQuad","renderTexturedQuad","a","(IIIIII)V","(IIIIII)V","net/minecraft/src/RenderItem","av","net/minecraft/src","0"
"renderItemOverlayIntoGUI","renderItemOverlayIntoGUI","b","(Lnet/minecraft/src/FontRenderer;Lnet/minecraft/src/RenderEngine;Lnet/minecraft/src/ItemStack;II)V","(Lrf;Lip;Lii;II)V","net/minecraft/src/RenderItem","av","net/minecraft/src","0"
"renderItemIntoGUI","renderItemIntoGUI","a","(Lnet/minecraft/src/FontRenderer;Lnet/minecraft/src/RenderEngine;Lnet/minecraft/src/ItemStack;II)V","(Lrf;Lip;Lii;II)V","net/minecraft/src/RenderItem","av","net/minecraft/src","0"
"doRenderItem","doRenderItem","a","(Lnet/minecraft/src/EntityItem;DDDFF)V","(Lgz;DDDFF)V","net/minecraft/src/RenderItem","av","net/minecraft/src","0"
"func_27003_a","func_27003_a","a","(Lnet/minecraft/src/FontRenderer;Lnet/minecraft/src/RenderEngine;IIIII)V","(Lrf;Lip;IIIII)V","net/minecraft/src/RenderItem","av","net/minecraft/src","0"
"func_1272_b","func_1272_b","b","()V","()V","net/minecraft/src/CanvasIsomPreview","ax","net/minecraft/src","0"
"mouseExited","mouseExited","mouseExited","(Ljava/awt/event/MouseEvent;)V","(Ljava/awt/event/MouseEvent;)V","net/minecraft/src/CanvasIsomPreview","ax","net/minecraft/src","0"
"showNextBuffer","showNextBuffer","d","()V","()V","net/minecraft/src/CanvasIsomPreview","ax","net/minecraft/src","0"
"keyTyped","keyTyped","keyTyped","(Ljava/awt/event/KeyEvent;)V","(Ljava/awt/event/KeyEvent;)V","net/minecraft/src/CanvasIsomPreview","ax","net/minecraft/src","0"
"getAppDir","getAppDir","a","(Ljava/lang/String;)Ljava/io/File;","(Ljava/lang/String;)Ljava/io/File;","net/minecraft/src/CanvasIsomPreview","ax","net/minecraft/src","0"
