"name","notch","supername","package","side"
"LiquidTile","com/mojang/minecraft/a/a/e","","com/mojang/minecraft/level/tile","0"
"GrassTile","com/mojang/minecraft/a/a/f","","com/mojang/minecraft/level/tile","0"
"Tile","com/mojang/minecraft/a/a/a","","com/mojang/minecraft/level/tile","0"
"Bush","com/mojang/minecraft/a/a/b","","com/mojang/minecraft/level/tile","0"
"LevelGen","com/mojang/minecraft/a/b/a","","com/mojang/minecraft/level/levelgen","0"
"DirtTile","com/mojang/minecraft/a/a/c","","com/mojang/minecraft/level/tile","0"
"CalmLiquidTile","com/mojang/minecraft/a/a/d","","com/mojang/minecraft/level/tile","0"
"Synth","com/mojang/minecraft/a/b/a/c","","com/mojang/minecraft/level/levelgen/synth","0"
"PerlinNoise","com/mojang/minecraft/a/b/a/b","","com/mojang/minecraft/level/levelgen/synth","0"
"Textures","com/mojang/minecraft/b/a","","com/mojang/minecraft/renderer","0"
"MinecraftApplet","com/mojang/minecraft/MinecraftApplet","","com/mojang/minecraft","0"
"DirtyChunkSorter","com/mojang/minecraft/a/b","","com/mojang/minecraft/level","0"
"LevelIO","com/mojang/minecraft/a/a","","com/mojang/minecraft/level","0"
"ImprovedNoise","com/mojang/minecraft/a/b/a/d","","com/mojang/minecraft/level/levelgen/synth","0"
"Frustum","com/mojang/minecraft/b/c","","com/mojang/minecraft/renderer","0"
"ParticleEngine","com/mojang/minecraft/d/a","","com/mojang/minecraft/particle","0"
"DistanceSorter","com/mojang/minecraft/a/d","","com/mojang/minecraft/level","0"
"Button","com/mojang/minecraft/c/b","","com/mojang/minecraft/gui","0"
"Tesselator","com/mojang/minecraft/b/b","","com/mojang/minecraft/renderer","0"
"Chunk","com/mojang/minecraft/a/c","","com/mojang/minecraft/level","0"
"NameLevelScreen","com/mojang/minecraft/c/a","","com/mojang/minecraft/gui","0"
"AABB","com/mojang/minecraft/f/a","","com/mojang/minecraft/phys","0"
"Level","com/mojang/minecraft/a/f","","com/mojang/minecraft/level","0"
"Screen","com/mojang/minecraft/c/d","","com/mojang/minecraft/gui","0"
"Cube","com/mojang/minecraft/e/b","","com/mojang/minecraft/character","0"
"Particle","com/mojang/minecraft/d/b","","com/mojang/minecraft/particle","0"
"LevelRenderer","com/mojang/minecraft/a/e","","com/mojang/minecraft/level","0"
"PauseScreen","com/mojang/minecraft/c/c","","com/mojang/minecraft/gui","0"
"Zombie","com/mojang/minecraft/e/a","","com/mojang/minecraft/character","0"
"SaveLevelScreen","com/mojang/minecraft/c/f","","com/mojang/minecraft/gui","0"
"Polygon","com/mojang/minecraft/e/d","","com/mojang/minecraft/character","0"
"LoadLevelScreen","com/mojang/minecraft/c/e","","com/mojang/minecraft/gui","0"
"Entity","com/mojang/minecraft/g","","com/mojang/minecraft","0"
"ZombieModel","com/mojang/minecraft/e/c","","com/mojang/minecraft/character","0"
"HitResult","com/mojang/minecraft/f","","com/mojang/minecraft","0"
"Vec3","com/mojang/minecraft/e/f","","com/mojang/minecraft/character","0"
"Player","com/mojang/minecraft/e","","com/mojang/minecraft","0"
"Font","com/mojang/minecraft/c/g","","com/mojang/minecraft/gui","0"
"Vertex","com/mojang/minecraft/e/e","","com/mojang/minecraft/character","0"
"User","com/mojang/minecraft/d","","com/mojang/minecraft","0"
"Minecraft","com/mojang/minecraft/c","","com/mojang/minecraft","0"
"Distort","com/mojang/minecraft/a/b/a/a","","com/mojang/minecraft/level/levelgen/synth","0"
"CanvasMinecraftApplet","com/mojang/minecraft/b","","com/mojang/minecraft","0"
"Timer","com/mojang/minecraft/a","","com/mojang/minecraft","0"
